,company_name,rating,reviews,salary,n_interviews,n_jobs,n_photos
1931,Global Autotech,4.0,380,2k,43,3,--
1932,DBG Technology,4.0,392,1.1k,42,22,1
1933,Koch Business Solutions,3.6,386,3.6k,36,53,--
1934,Wakefit,4.1,386,1.7k,27,12,6
1935,Excitel Broadband,3.8,383,1.6k,37,12,--
1936,Flipkart Logistics,4.1,381,403,34,--,--
1937,McCain Foods,4.2,380,1.3k,24,9,--
1938,Satyam Venture Engineering Services,3.9,380,2.5k,18,46,--
1939,Venky's,3.7,378,1.4k,13,4,--
1940,Acme Generics LLP,4.4,378,1.1k,8,--,--
1941,Virtual Employee,3.4,385,3k,35,2,2
1942,Cotiviti,4.0,384,3.2k,46,13,9
1943,Serum Institute of India,4.4,380,2.5k,23,2,--
1944,Glaze Trading India,4.0,372,1.1k,11,1,--
1945,ExxonMobil,3.8,382,3k,47,19,4
1946,Axiscades,3.3,382,3.1k,41,3,--
1947,Gainwell Commosales,4.2,383,1.7k,27,2,1
1948,Google Operations Center,3.6,382,2.5k,49,--,6
1949,Impetus Technologies,3.7,380,4.2k,52,18,74
1950,ManipalCigna Health Insurance,4.0,380,2.2k,20,--,--
1951,Pepperfry,3.5,378,1.9k,24,13,11
1952,Pearson Education India,4.1,377,1.9k,4,56,--
1953,Sapphire Foods India,3.9,383,1.5k,15,26,1
1954,Wissen Technology,4.0,382,2.5k,66,37,30
1955,India Post,3.9,379,1.3k,15,--,2
1956,Kokilaben Dhirubhai Ambani Hospital,3.9,375,1.4k,16,61,--
1957,Sanghi Industries,3.7,374,1.9k,38,--,3
1958,F1 Info Solutions Services,3.9,373,1.2k,12,9,3
1959,Uppcl,4.0,373,1.1k,8,--,2
1960,ThoughtWorks,3.9,388,4.1k,71,--,15
1961,Pathkind Diagnostics Private Limited,4.0,379,1.5k,36,6,1
1962,Alight Solutions,4.0,378,2.2k,16,--,--
1963,Mahanagar Gas,4.2,376,2.1k,23,5,--
1964,Lakme,4.2,375,1.5k,13,--,1
1965,Prestige Group,4.3,372,2.1k,20,10,1
1966,Allied Blenders & Distillers,4.1,372,1.6k,8,--,1
1967,Aptiv,3.5,380,3.8k,34,9,20
1968,Amrit Cement,4.1,394,1.1k,24,20,2
1969,Rashmi Group,3.8,383,2k,18,3,--
1970,Suprajit Engineering,3.8,377,2.1k,26,13,--
1971,Hero Cycles,3.6,376,1.8k,29,1,--
1972,Ciena,4.5,375,2.9k,25,--,17
1973,Andritz Hydro Location India,3.8,375,2.4k,16,16,2
1974,Mavenir Systems,3.8,374,3.1k,36,14,7
1975,TTK Healthcare,4.2,373,1.3k,10,10,--
1976,Emaar India Limited,3.7,372,2.1k,14,2,--
1977,Celebal Technologies,2.6,380,2.4k,56,33,3
1978,ANAROCK Property Consultants,3.9,378,2.4k,35,90,5
1979,Bridgestone India Automotive Products,4.3,375,2.1k,19,4,--
1980,Vijay Nirman Company,3.7,373,1k,8,--,--
1981,Giesecke & Devrient,4.0,372,2.1k,13,9,--
1982,Wood Group,4.0,372,2.1k,35,--,1
1983,Central Bank of India,4.0,369,1.2k,22,--,--
1984,Krsnaa Diagnostics,4.0,377,1.1k,16,33,6
1985,Yokohama,3.8,374,1.8k,14,--,--
1986,Surin Automotive,3.7,373,1.9k,11,--,--
1987,Nivea,4.4,373,1.5k,15,4,--
1988,R.S. Infraprojects,4.1,373,1.3k,13,--,--
1989,IDP Education Limited,3.9,373,2.2k,37,36,--
1990,Tata International,3.8,371,2k,12,1,--
1991,Inspira Enterprise India Limited,3.8,375,2.6k,32,--,11
1992,Consulting Engineers Group,4.3,373,1.3k,19,19,--
1993,CSG International,4.2,373,3.5k,30,3,8
1994,Maharashtra Seamless,3.7,372,1.8k,30,5,1
1995,Gujarat Heavy Chemicals,4.1,371,1.4k,14,--,--
1996,People Tech Group,2.8,376,3.4k,41,44,7
1997,Blackrock,3.9,376,4.2k,51,--,--
1998,V.S.T Tillers Tractors,3.6,374,1.6k,28,--,--
1999,Marble Box,4.3,370,647,16,1,25
2000,Cox & Kings,3.9,369,1.9k,5,--,--
2001,Iron Mountain Inc,3.9,367,2.6k,18,3,--
2002,Ascent Consulting Services,3.8,412,1.6k,18,2,4
2003,Avery Dennison,4.0,370,1.8k,15,32,1
2004,M Square Media,4.6,369,322,18,--,--
2005,DB Schenker,4.3,368,1.8k,12,3,2
2006,Fujiyama Power System,3.6,368,1.5k,35,14,1
2007,Swastika Investmart,4.4,367,1k,10,4,--
2008,MAHLE Behr India,4.0,364,1.2k,9,--,--
2009,Black Knight,3.6,369,3.2k,28,2,--
2010,Consero Global Solutions,3.4,370,2.3k,54,1,--
2011,Reliance Life Sciences,3.5,369,2.1k,13,10,--
2012,Aptech,3.7,369,1.8k,15,1,--
2013,Muthoottu Mini Financiers,3.8,368,1.1k,16,--,--
2014,CWT,4.2,368,1.6k,5,--,--
2015,Kaya Skin Clinic,4.1,367,1.2k,12,11,--
2016,Sterling,4.0,367,1.1k,24,1,--
2017,IKEA,4.1,370,1.8k,19,8,--
2018,Del Monte Foods,4.0,370,1.4k,11,8,--
2019,Zycus Infotech,3.3,370,3.3k,49,35,--
2020,Capital Foods,4.1,366,1.2k,23,--,--
2021,Tractebel,4.2,366,1.5k,33,4,1
2022,Ryan,4.6,365,1.1k,14,20,--
2023,Bhilosa Industries,3.8,365,2.1k,17,6,--
2024,Fino Paytech,4.1,359,868,2,--,--
2025,Amri Hospital,4.2,370,1.4k,18,--,2
2026,DFM Foods,4.1,366,1.4k,20,21,3
2027,Ergode IT Services,3.6,366,1.3k,14,16,33
2028,Electrosteel Casting,3.9,365,1.8k,28,--,2
2029,Country Holidays Travel India,4.3,365,20,404,--,--
2030,Medica Superspecialty Hospital,3.6,364,1.5k,13,11,--
2031,L&T Heavy Engineering,4.3,364,512,7,--,4
2032,PC Jewellers,4.0,363,1.1k,10,--,--
2033,Federal Mogul Goetze,4.2,363,1.4k,15,--,--
2034,ICFAI University,3.9,362,1k,17,--,--
2035,Toyoda Gosei Minda,4.2,365,1.4k,17,--,--
2036,Bharat Fritz Werner,3.8,365,2k,16,--,--
2037,OLX Autos,3.9,365,1.3k,16,--,2
2038,Mars International India,4.3,363,1.5k,15,18,--
2039,Varuna Integrated Logistics,3.8,363,1.5k,30,67,2
2040,Wissen Infotech,3.9,369,3k,33,54,9
2041,Prime Focus Technologies,3.5,365,2.5k,25,10,2
2042,Congruex Asia Pacific,3.3,363,1.6k,35,--,3
2043,Fortis Escorts Hospital,4.1,362,956,11,--,--
2044,World Network Services,3.5,378,2.9k,24,--,1
2045,RadiSys,4.2,372,1.7k,31,1,--
2046,Dusters Total Solutions Services,4.0,368,1.3k,12,1,--
2047,PayU Payments,3.8,362,3k,27,34,--
2048,Supertech,3.9,355,1.8k,14,3,--
2049,Wolters Kluwer,3.9,365,3.6k,51,1,--
2050,Communications Test Design,3.7,362,1.4k,15,6,--
2051,QX Global Group,3.5,362,2k,49,--,--
2052,Pinnacle Infotech,3.6,361,2.2k,39,11,--
2053,Rieter,3.9,360,2.1k,13,8,--
2054,Ramada,4.1,359,1.1k,12,--,--
2055,Leverage Edu,4.2,381,1.1k,24,28,--
2056,Nash Industries,3.7,362,2.2k,22,7,--
2057,Mahendra’s Institute,3.3,361,954,6,--,--
2058,Commonwealth Bank of Australia,3.8,361,4k,52,4,--
2059,Reliance Jewels,4.1,361,1.1k,22,--,--
2060,BKT Tyres,4.0,360,1.9k,47,3,--
2061,Anmol Industries,4.1,360,1.4k,21,2,--
2062,CodeClouds,4.5,360,924,19,--,15
2063,Amazon Sellers Services,4.2,360,934,70,--,--
2064,Senco Gold,4.1,360,1.1k,19,2,1
2065,Schwing Stetter,4.1,360,1.8k,19,161,--
2066,Systra Consulting,4.1,359,1.6k,28,48,--
2067,SNS College of Technology,4.9,358,89,15,--,--
2068,DATAMARK BPO SERVICE (P) LTD,3.7,358,1.1k,12,4,--
2069,National Bulk Handling Corporation,4.0,357,1.2k,14,1,--
2070,Writer Information Management Services,3.4,364,1.9k,21,1,--
2071,Safari Industries India,4.2,360,1.5k,14,2,--
2072,Mahindra Integrated Business Solutions,3.6,360,2k,24,4,8
2073,Hexagon Nutrition,4.0,358,1k,10,10,--
2074,ITI,3.8,355,1.4k,24,--,--
2075,Flamingo Pharmaceuticals,3.3,353,1.7k,23,19,--
2076,Kataria Automobiles,4.0,363,1.5k,12,1,--
2077,Matrix Business Services,3.6,359,1.7k,14,11,--
2078,SPAR Hypermarkets,4.1,358,1.4k,12,11,--
2079,B. Braun Medical,4.0,358,1.4k,17,--,1
2080,Wipro HR Services,3.3,357,2.4k,33,--,--
2081,Alpla,4.1,355,1.6k,21,29,--
2082,Debtcare Enterprises,4.5,355,251,7,1,6
2083,Srei Equipment Finance,4.4,354,1.2k,7,--,2
2084,bhanzu,3.7,362,602,34,61,12
2085,Outworks Solutions Pvt Ltd,4.2,359,1.5k,14,6,15
2086,SABIC,4.2,356,1.4k,21,12,5
2087,Indofil Industries,4.2,356,1.7k,10,--,--
2088,RPG Life Sciences,4.1,354,1.4k,10,1,4
2089,HealthifyMe,3.1,362,1.4k,35,12,4
2090,Sanmina Sci,4.2,356,2.3k,20,--,--
2091,Vimta Labs,3.6,355,1.8k,25,5,--
2092,PropTiger.com,4.1,355,1.5k,21,57,9
2093,Honeywell International India,4.1,354,2.5k,25,--,--
2094,N+A,3.8,358,14.7k,69,5,--
2095,Plastic Omnium,3.9,356,1.8k,20,10,3
2096,GS Lab,4.0,356,3.3k,42,6,--
2097,ByteDance,4.2,356,2.2k,29,--,--
2098,Udaan India - The Original Visa Company,4.3,355,100,21,--,--
2099,Subex,3.5,354,3k,24,6,17
2100,Zolo,3.5,359,1.8k,27,33,5
2101,Penna Cement Industries,4.3,358,1.7k,7,--,--
2102,Siyaram Silk Mills,3.8,354,1.5k,16,6,--
2103,Maxop Engineering Co.,4.2,354,1.8k,20,8,--
2104,Infiniti Research,3.9,353,1.9k,22,47,2
2105,VirtusaPolaris,3.8,353,3.9k,14,--,--
2106,Heavy Engineering Industries & Shipbuilding,4.0,352,701,10,--,--
2107,Pratham Education Foundation,4.2,350,908,6,4,3
2108,Honda Logistics,4.0,349,1.4k,18,1,--
2109,Worldline Global Services,3.8,193,1.8k,16,--,--
2110,Allianz Services,4.3,356,1.8k,15,48,37
2111,Allegis Group,3.7,352,2.8k,15,15,9
2112,Chemplast Sanmar,3.8,350,1.9k,28,8,7
2113,KnowledgeHut,4.6,366,802,8,--,--
2114,Publicis,3.6,352,4.4k,42,102,--
2115,Voyants Solutions,3.7,350,1.4k,31,70,--
2116,NR Switch N Radio Services,3.8,350,1k,11,9,--
2117,MCM Telecom Equipment,4.0,348,1k,13,1,--
2118,Rusan Pharma,3.5,348,1.7k,14,13,--
2119,ReSource Pro,4.2,359,1.5k,48,2,2
2120,Magic Bus India Foundation,4.0,355,1.2k,19,28,--
2121,Royal Migration Solutions,5.0,354,5,--,--,--
2122,Sandoz,4.1,351,1.6k,13,6,2
2123,Mikuni,4.2,351,1.3k,18,--,--
2124,Lido Learning,2.2,349,1.8k,62,9,2
2125,Vectus Industries,4.2,348,1.4k,12,--,--
2126,Ssipl Lifestyle,3.9,347,1.2k,3,--,--
2127,Gupta Power Infrastructure,3.0,346,1.6k,10,--,--
2128,APL Apollo Tubes,3.8,343,1.6k,16,--,--
2129,2COMS,3.7,352,1.1k,28,296,--
2130,Enco Engineers Combine,3.7,349,1.4k,13,--,--
2131,GTL Infrastructure,4.5,344,893,4,--,--
2132,Innominds Software,3.1,350,4.2k,33,20,--
2133,PureSoftware,3.2,349,3k,34,31,45
2134,Novac Technology Solutions,4.1,348,2.8k,38,62,--
2135,Grindwell Norton,4.2,346,1.6k,22,--,--
2136,Orcapod Consulting Services,3.4,350,1.6k,22,14,--
2137,GAVS Technologies,4.0,349,4k,33,8,--
2138,Railtel Corporation Of India,3.9,346,1.7k,17,--,--
2139,Vcare Trichology,3.9,346,1.5k,13,21,4
2140,RR,4.1,345,54,--,--,--
2141,Meghmani Organics,4.0,344,2k,33,1,--
2142,Qcon,4.2,344,923,20,--,--
2143,Alcon,3.7,350,2k,24,21,--
2144,Siemens Healthineers,3.9,348,3.1k,36,--,--
2145,Gulf Oil Lubricants,4.1,348,1.5k,17,--,--
2146,National Stock Exchange of India,3.7,348,3.3k,25,--,--
2147,ITSource Technologies,3.1,346,2.3k,25,15,--
2148,Brainvire,4.0,345,1.1k,10,44,311
2149,Ralson India,3.8,344,1.6k,25,10,1
2150,Labournet Services,3.9,343,1k,19,7,--
2151,Ofbusiness,3.1,348,1.8k,18,56,1
2152,Triumphant Institute of Management Education,3.6,346,1.4k,8,260,--
2153,Mazagon Dock,4.3,345,1.1k,18,--,--
2154,Texmaco Rail and Engineering,3.9,345,1.6k,15,8,--
2155,Trident Hotels,4.1,344,1k,14,--,--
2156,Eli Lilly and Company,4.1,348,2.9k,33,50,--
2157,Trianz,3.7,347,3.8k,20,19,2
2158,Paharpur Cooling Towers,4.0,345,1.6k,11,5,2
2159,Aker Solutions,4.1,345,2.3k,22,--,1
2160,RSB Transmissions,3.9,341,1.8k,17,--,--
2161,Hettich,3.9,347,2k,20,3,--
2162,Home First Finance Company India,3.9,346,1.8k,36,--,--
2163,Capital Business Systems,3.9,346,1.3k,16,7,--
2164,Essar Group,4.0,345,1.7k,20,3,--
2165,CareerNet Consulting,3.7,345,3.7k,23,66,--
2166,BYJU'S Exam Prep,3.8,343,1.1k,20,18,11
2167,Securitas,4.0,343,1.5k,23,3,--
2168,Ben Franklin Opticians,4.3,341,982,15,1,2
2169,Narayana e-Techno School,3.6,350,1.4k,22,1,--
2170,Morepen Laboratories,4.0,347,1.4k,15,39,--
2171,JBS Enterprises,3.4,343,1.2k,20,7,5
2172,Allcargo Logistics,3.9,343,1.8k,13,1,10
2173,In Time Tec Visionsoft,4.3,341,1.7k,16,18,6
2174,Accion Labs,3.7,345,4.2k,36,41,--
2175,Global Healthcare Billing Partners,3.5,343,2.4k,19,35,6
2176,Hafele,4.2,343,1.8k,21,2,--
2177,Alankit,3.3,342,1.3k,16,22,3
2178,Franchise India Brands,2.1,341,1.6k,16,26,--
2179,Metalman Auto,4.1,338,1.6k,14,3,--
2180,Aster Dm Healthcare,3.8,347,1.9k,28,31,2
2181,Juniper Networks,4.1,346,3.8k,49,21,7
2182,Padget Electronics,4.0,344,3.6k,35,--,1
2183,Axa XL,3.6,339,2.7k,25,13,9
2184,Evelyn Learning Systems,3.8,338,988,37,--,6
2185,Keysight Technologies,4.0,338,2.3k,19,--,10
2186,Jtekt Sona Automotive India,4.0,338,1.1k,11,--,--
2187,Agility,4.2,337,1.6k,9,5,--
2188,K D Hospital,4.8,350,316,7,--,--
2189,ABCI Infrastructures,3.5,341,7.1k,29,1,--
2190,Kalyani Technoforge,4.1,339,1.6k,9,3,--
2191,Seoyon E-hwa Automotive,4.0,338,2k,13,--,1
2192,Ppap Automotive,3.8,337,1.5k,24,--,--
2193,Numeric UPS,4.0,337,843,8,23,1
2194,Brembo Brake India,4.4,336,1.5k,15,--,--
2195,Jaypee Cement,4.2,332,1k,12,--,2
2196,Ind-Swift Laboratories,3.9,340,1.8k,12,10,--
2197,Insolutions Global,3.7,339,2.2k,16,63,5
2198,Nspira Management Services,3.8,339,1.8k,17,9,--
2199,Applied Materials,4.0,338,3.5k,50,69,4
2200,Montecarlo Construction,4.3,338,1.3k,30,--,--
2201,Nowfloats Technologies,3.4,338,1.3k,14,10,--
2202,Legrand,3.8,341,1.8k,12,--,--
2203,Indorama,4.1,339,1.5k,16,7,--
2204,Ingersoll Rand,4.3,337,2.1k,20,43,5
2205,Jubilant Agri and Consumer Products,4.1,337,1.2k,17,--,--
2206,Liberty General Insurance,3.8,337,1.6k,11,--,--
2207,Markets and Markets,3.6,337,2.8k,33,9,--
2208,Sleek International,3.9,336,1.2k,22,1,--
2209,Gionee,4.2,334,405,--,--,--
2210,Fenesta Building Systems,4.2,338,1.5k,20,--,4
2211,Vidal Health Tpa,3.6,337,1.4k,15,--,6
2212,Visaka Industries,4.1,337,1.4k,19,10,1
2213,Vedanta Limited,4.0,336,2.1k,36,--,--
2214,Samsung C&T,4.1,334,1.4k,6,16,--
2215,UCAL Fuel Systems,3.7,333,1.5k,6,--,--
2216,OnPoint Healthcare Partners,3.3,15,113,3,--,--
2217,DesignTech Systems,3.4,336,2k,26,16,3
2218,Galaxy Surfactants,3.9,336,1.6k,18,3,--
2219,Toyota,4.3,336,1.6k,35,--,--
2220,Harman Finochem,3.4,335,2.3k,22,8,5
2221,NU Vista,4.2,333,1.5k,8,--,--
2222,Descon Engineering,4.0,332,630,16,--,--
2223,Khadims,3.9,332,1.3k,11,--,--
2224,Munjal Showa,3.6,330,1.1k,10,--,--
2225,SunTec Web Services,3.4,338,1.7k,22,8,1
2226,Kirloskar Ferrous Industries,4.0,337,1.3k,16,2,--
2227,Red Hat,4.3,334,3k,45,20,6
2228,Eurokids,4.0,333,1.2k,12,7,--
2229,Aksentt Tech Services,4.8,333,281,19,1,2
2230,ASM Technologies,3.7,333,3k,27,44,--
2231,Royal Orchid Hotels,4.0,332,1.2k,6,--,--
2232,Ventura Securities,4.0,331,1.4k,25,100,4
2233,Great Learning,3.7,343,2.7k,40,42,10
2234,Par Pharmaceutical Companies,4.3,336,1.6k,21,2,--
2235,MAYORA,3.9,332,1k,16,2,--
2236,Balmer Lawrie,4.0,332,1.7k,19,14,1
2237,Karvy Financial Services,3.7,331,1.9k,10,4,--
2238,IIC Technologies,3.9,331,1.2k,10,2,1
2239,Scaler Academy,3.9,339,1.7k,46,15,12
2240,Intellipaat Software Solutions,3.0,338,1.4k,67,52,3
2241,Xdbs,3.3,335,1.7k,29,--,--
2242,Teradata,4.1,333,3.8k,38,12,21
2243,Aramex,3.9,330,1.1k,14,--,--
2244,Groupon,3.2,333,2.4k,30,--,29
2245,ARMSOFTECH.AIR,3.6,331,1.1k,19,1,13
2246,India Nippon Electricals,4.1,330,1.3k,13,3,--
2247,Jumio,3.7,328,1.1k,8,--,1
2248,Hyundai Engineering and Construction,4.4,328,524,14,--,--
2249,Indraprastha Gas,4.1,327,1.7k,17,--,--
2250,Aurionpro Solutions,3.7,336,2.6k,18,7,--
2251,Myk Laticrete,4.2,336,1.4k,14,53,1
2252,HUDL,3.4,334,1.2k,27,1,--
2253,Laxmi Organic Industries,4.1,333,1.6k,21,3,--
2254,Rakuten,3.7,332,4k,58,12,5
2255,Havmor Ice Cream,4.3,331,1.1k,16,4,--
2256,Audi,4.1,330,1.3k,9,--,3
2257,Aquasub Engineering,4.1,330,1.3k,7,--,--
2258,Sheela Foam,4.2,330,1.1k,20,1,6
2259,Mrs Bector's Food Specialities,4.0,330,1.2k,15,1,--
2260,SOLAR INDUSTRIES INDIA,3.8,329,2.1k,29,1,7
2261,Telesonic Networks,3.7,327,1k,8,--,--
2262,Anthem Biosciences,4.1,326,2.4k,20,9,--
2263,Sapiens,3.6,333,3.9k,38,10,--
2264,Western Refrigeration,4.0,331,1.7k,26,6,5
2265,Powerweave,3.5,330,1.7k,14,--,--
2266,Gaurs Group,4.1,330,1.3k,11,18,7
2267,360 Realtors,3.8,327,1.6k,23,27,--
2268,Sany Heavy Industry,4.0,326,1.6k,24,--,--
2269,Teleysia Networks,3.7,324,957,9,16,--
2270,Webskitters,4.5,336,477,9,6,21
2271,Tredence,3.7,333,3.3k,73,56,--
2272,EID Parry (India),4.2,329,1.2k,10,--,1
2273,Agro Tech Foods,4.2,329,1.1k,11,2,--
2274,Flowserve,4.1,328,2.7k,20,31,--
2275,Nissin Brake,4.2,326,1.3k,10,--,--
2276,Bada Business,3.7,332,1.4k,17,545,4
2277,Hamdard,4.1,330,1.1k,17,2,1
2278,Miles Education - CPA & CMA Review (Hyderabad),4.1,330,624,9,77,--
2279,Rao IIT Academy,3.5,328,756,6,25,--
2280,Magma HDI General Insurance,4.0,328,1.6k,17,9,1
2281,Expertrons,3.8,327,572,31,74,--
2282,Realty Assistant,4.1,327,336,17,2,9
2283,Self Practice,4.4,325,5.2k,46,--,--
2284,Dana India,4.1,325,1.5k,16,7,--
2285,Kunal Structure,3.8,324,1k,11,2,--
2286,Keihin Fie,4.4,321,4.9k,4,--,--
2287,Eugia Pharma Specialities,4.2,331,1.7k,11,--,2
2288,Kolte Patil Developers,4.1,327,1.7k,17,4,--
2289,RedBus,4.3,327,1.7k,18,16,42
2290,Meyer Organics,3.6,327,1.3k,20,10,5
2291,The Park Hotels,4.3,327,1.3k,8,--,--
2292,Groupm Media,4.0,326,3k,26,11,--
2293,Sunwoda,4.2,326,1.8k,25,--,--
2294,Thought Focus,3.7,326,2.6k,31,13,--
2295,SS Supply Chain Solutions,4.1,325,838,8,7,--
2296,TotalEnergies,3.9,324,1.4k,18,--,3
2297,Exicom,4.0,323,1.9k,26,1,--
2298,Alfanar,4.3,323,874,10,13,4
2299,Baoiam Innovations,4.6,349,10,10,--,--
2300,Mahendra NextWealth IT,3.9,330,1.2k,7,4,--
2301,Aloha Technology,3.4,328,1.8k,30,5,--
2302,Venkateshwara Hatcheries,4.0,327,1.3k,8,--,--
2303,CommScope,3.7,326,2.7k,20,7,9
2304,Kirloskar Toyota Textile Machinery,4.4,326,814,13,--,--
2305,PULSUS HealthTech Group,3.6,326,1.3k,25,5,--
2306,Kiya.ai,3.2,326,3.7k,28,34,--
2307,India Glycols,3.9,325,1.7k,13,--,--
2308,Indian Bank,3.5,323,1.5k,15,--,5
2309,Tetra Pak,4.2,322,2k,24,21,7
2310,Caparo Maruti,4.1,322,1.3k,9,--,--
2311,First Flight Couriers,4.2,315,661,4,--,--
2312,Cosmo Films,3.8,326,1.7k,25,12,4
2313,Signutra (Health & Nutrition Division of Win - Medicare Pvt Ltd),4.5,326,323,7,--,1
2314,Uplers,4.2,324,1.2k,34,46,18
2315,1 India Family Mart,3.9,324,1.1k,15,--,--
2316,Omax Autos,3.8,322,1.3k,9,--,2
2317,Action Tesa,3.7,322,728,21,--,--
2318,ETA Engineering,3.5,321,862,7,4,--
2319,Allianz Partners,3.8,331,1.9k,20,--,--
2320,Shivalik Small Finance Bank,3.9,324,1.4k,23,2,2
2321,R.V.R. PROJECTS,4.0,324,1.1k,23,20,--
2322,Zealous Services,3.5,323,1.1k,15,12,--
2323,Novartis Healthcare,4.1,322,4.1k,19,--,--
2324,Writer Safe Guard,3.7,320,909,17,--,2
2325,Lanco Infratech,4.4,319,796,3,--,--
2326,Ebixcash Global Services,3.7,331,1.3k,26,3,2
2327,ACKO,3.9,326,1.6k,28,12,13
2328,NCCCL,3.4,322,1.2k,12,--,--
2329,Gilbarco Veeder Root,3.9,322,1.9k,16,10,--
2330,Soma Enterprises,4.2,320,888,7,--,--
2331,Hema Engineering Industries,3.7,319,1.6k,10,--,--
2332,C-Edge Technologies,4.1,324,2.1k,14,3,--
2333,Toshiba JSW Power Systems,4.3,318,1.8k,15,1,9
2334,Macquarie Group,3.5,323,3.7k,23,22,--
2335,Ramco Industries,4.2,322,1.6k,7,--,--
2336,Buzzworks Business Services,3.9,321,1.7k,13,22,--
2337,Polestar Solutions & Services India,4.4,321,970,14,14,--
2338,SRM University,3.8,320,1.5k,20,1,--
2339,Kyungshin Industrial Motherson,3.4,320,2.1k,14,--,--
2340,Essar Projects India,3.8,317,844,4,--,--
2341,Addverb Technologies,4.0,329,1.5k,33,10,7
2342,Christian Medical College,4.3,320,1.1k,8,3,--
2343,AccorHotels,4.4,319,1.2k,14,1,--
2344,Citrix,3.6,318,2.6k,45,4,11
2345,Kuwait National Petroleum Company,4.5,318,1.3k,17,--,--
2346,Jockey,4.5,318,1.3k,7,--,--
2347,FabHotels,3.1,317,2.1k,23,85,1
2348,Competent Software,4.0,317,828,4,--,--
2349,Oda Class,3.6,334,452,19,--,2
2350,BUSINESSNEXT,3.4,320,3k,36,39,--
2351,Zoomcar,3.7,318,1.7k,15,19,6
2352,Brigade Group,4.2,318,2k,17,13,1
2353,Hilex,3.8,318,1.2k,11,--,--
2354,Aarti Drugs,3.8,317,1.6k,13,--,--
2355,Yardi Systems,3.9,321,2.2k,42,--,2
2356,Fuji Electric,3.9,320,1.5k,11,1,--
2357,Aimil Pharmaceuticals,3.6,319,1.6k,18,4,--
2358,ELGI Equipments,4.1,317,1.7k,13,12,--
2359,Online Legal India,4.7,317,55,3,--,5
2360,VDA Infosolutions,3.8,323,1.6k,9,5,--
2361,JNS Instruments,3.9,321,1.6k,21,--,--
2362,Ceinsys Tech,3.9,318,1.3k,8,8,--
2363,Grand Hyatt,4.4,317,968,7,--,2
2364,Majesco,3.9,316,4.2k,19,10,--
2365,Kerala State Electricity Board,4.2,316,1.2k,10,--,1
2366,Cera Sanitaryware,4.3,316,1.4k,15,5,--
2367,African Industries,4.2,320,792,17,17,--
2368,Jaipur Rugs,4.4,318,724,13,1,17
2369,Datamatics Business Solutions,3.4,318,1.9k,27,20,--
2370,Deluxe Entertainment,3.4,314,2.4k,15,10,--
2371,Epiroc,4.0,314,2k,22,3,1
2372,Transasia Bio-Medicals,3.4,315,1.6k,12,19,--
2373,Dharampal Premchand,4.3,314,1.2k,13,--,--
2374,Silverlink Technologies,4.3,313,321,7,2,--
2375,Wabtec,4.1,318,2.1k,24,6,--
2376,Indian Space Research Organisation,4.5,318,1.2k,29,--,3
2377,Jumbotail Technologies,3.7,316,1.2k,20,18,--
2378,NKG Infrastructure,3.8,314,1.3k,16,--,1
2379,Medall Healthcare,3.5,313,1.2k,4,--,--
2380,IMS People,3.6,313,1.9k,27,6,--
2381,Chaitanya India Fin Credit,4.2,313,1k,19,14,--
2382,Telecom Network Solutions,4.3,312,1.3k,11,1,--
2383,Methodex,3.9,311,1.2k,11,13,2
2384,Prism Cement,3.7,308,838,12,1,--
2385,ERA Group,4.0,307,618,5,--,--
2386,Tagros Chemicals,3.8,313,1.7k,33,--,--
2387,FiveS Digital,3.3,313,1k,19,2,--
2388,Jupiter Hospital,4.1,312,1.3k,14,12,12
2389,Kcc Buildcon,4.2,312,1.4k,22,--,2
2390,Gtpl Broadband,3.9,311,1.4k,8,--,5
2391,Supr Daily,4.1,311,1.5k,18,1,--
2392,MDC Group of Companies,4.9,311,98,2,3,--
2393,Akamai Technologies,4.5,315,3k,36,17,8
2394,Yokohama Off-Highway Tires,3.9,315,1.7k,26,1,--
2395,Kutchina,3.9,313,1.1k,9,4,--
2396,Sri Krishna Pharmaceuticals,4.1,312,1.6k,7,1,--
2397,Greet Technologies,3.2,312,1.2k,18,5,--
2398,British Petroleum,3.8,311,1.7k,34,--,--
2399,Diya Systems,3.5,310,1.5k,17,10,--
2400,Teva API,4.0,307,1.3k,16,--,--
2401,Jubilant Ingrevia,3.9,316,1.7k,28,--,--
2402,Jeeves Consumer Services,3.9,314,841,23,--,--
2403,Orra Fine Jewellery,3.8,314,1.1k,23,46,23
2404,Eversendai,4.0,313,1.5k,23,3,--
2405,Mobile Programming,2.9,312,2.8k,34,222,--
2406,Tata Steel Utilities and Infrastructure Services,3.7,311,1.1k,26,--,--
2407,Harjai Computers,3.9,311,1.3k,23,98,--
2408,ABIS Exports,4.0,311,1.3k,19,--,--
2409,V-Xpress,4.1,310,976,11,--,--
2410,L. N. Malviya Infra Projects Group,3.5,310,1.1k,18,--,--
2411,Danske IT,3.5,308,2.2k,13,--,--
2412,Diffusion Engineers,4.4,307,609,15,--,12
2413,Titan Engineering & Automation,4.1,316,1.7k,21,1,1
2414,SMEC,4.0,311,1.3k,21,3,1
2415,Jamna Auto Industries,3.7,310,1.5k,11,2,--
2416,Bajaj Consumer Care,4.0,309,1.1k,15,--,--
2417,Loadshare Networks,3.5,309,1.4k,30,3,2
2418,Grass Roots Research & Creation,4.8,307,114,1,9,--
